lakeid,year4,gearid,spname,effort,total_caught
ME,2003,BSEINE,ROCKBASS,12,1
ME,2003,BSEINE,SMALLMOUTHBASS,12,1
ME,2003,CRAYTR,BLUEGILL,18,5
ME,2003,ELFISH,BIGMOUTHBUFFALO,3,3
ME,2003,ELFISH,BLACKCRAPPIE,3,1
ME,2003,ELFISH,BLUEGILL,3,38
ME,2003,ELFISH,BLUNTNOSEMINNOW,3,7
ME,2003,ELFISH,BOWFIN,3,1
ME,2003,ELFISH,BROOKSILVERSIDE,3,19
ME,2003,ELFISH,CHANNELCATFISH,3,2
ME,2003,ELFISH,COMMONCARP,3,8
ME,2003,ELFISH,FRESHWATERDRUM,3,19
ME,2003,ELFISH,LARGEMOUTHBASS,3,5
ME,2003,ELFISH,LOGPERCH,3,10
ME,2003,ELFISH,PUMPKINSEED,3,2
ME,2003,ELFISH,ROCKBASS,3,4
ME,2003,ELFISH,SMALLMOUTHBASS,3,26
ME,2003,ELFISH,WALLEYE,3,12
ME,2003,ELFISH,WHITEBASS,3,6
ME,2003,ELFISH,WHITESUCKER,3,3
ME,2003,ELFISH,YELLOWBASS,3,16
ME,2003,ELFISH,YELLOWBULLHEAD,3,3
ME,2003,ELFISH,YELLOWPERCH,3,14
ME,2003,FYKNET,BLACKCRAPPIE,6,5
ME,2003,FYKNET,BLUEGILL,6,66
ME,2003,FYKNET,BLUNTNOSEMINNOW,6,62
ME,2003,FYKNET,BROOKSILVERSIDE,6,1
ME,2003,FYKNET,LONGNOSEGAR,6,1
ME,2003,FYKNET,NORTHERNPIKE,6,1
ME,2003,FYKNET,PUMPKINSEED,6,2
ME,2003,FYKNET,ROCKBASS,6,12
ME,2003,FYKNET,SMALLMOUTHBASS,6,2
ME,2003,FYKNET,WALLEYE,6,1
ME,2003,FYKNET,WHITEBASS,6,2
ME,2003,FYKNET,YELLOWBULLHEAD,6,1
ME,2003,FYKNET,YELLOWPERCH,6,1
ME,2003,TRAMML,BIGMOUTHBUFFALO,2,1
ME,2003,TRAMML,CHANNELCATFISH,2,4
ME,2003,TRAMML,LONGNOSEGAR,2,2
ME,2003,TRAMML,NORTHERNPIKE,2,2
ME,2003,TRAMML,SMALLMOUTHBASS,2,1
ME,2003,TRAMML,WALLEYE,2,1
ME,2003,TRAMML,WHITESUCKER,2,2
ME,2003,TRAMML,YELLOWBASS,2,1
ME,2003,TRAMML,YELLOWPERCH,2,2
ME,2003,VGN025,WHITEBASS,2,1
ME,2003,VGN064,FRESHWATERDRUM,2,1
ME,2003,VGN064,WHITEBASS,2,5
ME,2003,VGN089,BLUEGILL,2,1
ME,2003,VGN089,CISCO,2,1
ME,2003,VGN089,FRESHWATERDRUM,2,28
ME,2003,VGN089,WHITEBASS,2,20
ME,2004,BSEINE,BLACKCRAPPIE,12,140
ME,2004,BSEINE,BLUEGILL,12,35
ME,2004,BSEINE,BLUNTNOSEMINNOW,12,104
ME,2004,BSEINE,BROOKSILVERSIDE,12,291
ME,2004,BSEINE,CHANNELCATFISH,12,2
ME,2004,BSEINE,IOWADARTER,12,2
ME,2004,BSEINE,LARGEMOUTHBASS,12,3
ME,2004,BSEINE,LOGPERCH,12,7
ME,2004,BSEINE,MOTTLEDSCULPIN,12,1
ME,2004,BSEINE,ROCKBASS,12,12
ME,2004,BSEINE,SMALLMOUTHBASS,12,3
ME,2004,BSEINE,SPOTFINSHINER,12,1
ME,2004,BSEINE,WALLEYE,12,1
ME,2004,BSEINE,WHITEBASS,12,6
ME,2004,BSEINE,YELLOWPERCH,12,6
ME,2004,ELFISH,BIGMOUTHBUFFALO,3,2
ME,2004,ELFISH,BLACKCRAPPIE,3,29
ME,2004,ELFISH,BLUEGILL,3,84
ME,2004,ELFISH,BLUNTNOSEMINNOW,3,38
ME,2004,ELFISH,BOWFIN,3,1
ME,2004,ELFISH,BROOKSILVERSIDE,3,27
ME,2004,ELFISH,COMMONCARP,3,16
ME,2004,ELFISH,FRESHWATERDRUM,3,26
ME,2004,ELFISH,GREENPUMPHYBRID,3,1
ME,2004,ELFISH,LARGEMOUTHBASS,3,17
ME,2004,ELFISH,LOGPERCH,3,16
ME,2004,ELFISH,LONGNOSEGAR,3,1
ME,2004,ELFISH,NORTHERNPIKE,3,2
ME,2004,ELFISH,PUMPKINSEED,3,3
ME,2004,ELFISH,ROCKBASS,3,17
ME,2004,ELFISH,SMALLMOUTHBASS,3,14
ME,2004,ELFISH,WALLEYE,3,26
ME,2004,ELFISH,WHITEBASS,3,22
ME,2004,ELFISH,WHITESUCKER,3,3
ME,2004,ELFISH,YELLOWBASS,3,1
ME,2004,ELFISH,YELLOWPERCH,3,155
ME,2004,FYKNET,BLACKCRAPPIE,6,15
ME,2004,FYKNET,BLUEGILL,6,33
ME,2004,FYKNET,BLUNTNOSEMINNOW,6,43
ME,2004,FYKNET,BROOKSILVERSIDE,6,2
ME,2004,FYKNET,IOWADARTER,6,2
ME,2004,FYKNET,LONGNOSEGAR,6,1
ME,2004,FYKNET,ROCKBASS,6,14
ME,2004,FYKNET,SMALLMOUTHBASS,6,1
ME,2004,FYKNET,UNIDSUNFISH,6,9
ME,2004,FYKNET,WHITEBASS,6,1
ME,2004,FYKNET,YELLOWPERCH,6,2
ME,2004,TRAMML,BLACKCRAPPIE,2,1
ME,2004,TRAMML,CHANNELCATFISH,2,8
ME,2004,TRAMML,FRESHWATERDRUM,2,1
ME,2004,TRAMML,LONGNOSEGAR,2,1
ME,2004,TRAMML,NORTHERNPIKE,2,1
ME,2004,TRAMML,SMALLMOUTHBASS,2,1
ME,2004,TRAMML,WALLEYE,2,2
ME,2004,TRAMML,WHITESUCKER,2,1
ME,2004,TRAMML,YELLOWPERCH,2,17
ME,2004,VGN025,CISCO,2,1
ME,2004,VGN051,YELLOWPERCH,2,1
ME,2004,VGN064,WHITEBASS,2,1
ME,2004,VGN064,YELLOWPERCH,2,2
ME,2004,VGN089,CISCO,2,5
ME,2004,VGN089,FRESHWATERDRUM,2,37
ME,2004,VGN089,WHITEBASS,2,4
ME,2005,BSEINE,BLACKCRAPPIE,12,133
ME,2005,BSEINE,BLUEGILL,12,367
ME,2005,BSEINE,BLUNTNOSEMINNOW,12,35
ME,2005,BSEINE,BROOKSILVERSIDE,12,115
ME,2005,BSEINE,BROWNBULLHEAD,12,1
ME,2005,BSEINE,COMMONCARP,12,2
ME,2005,BSEINE,GOLDENSHINER,12,1
ME,2005,BSEINE,GREENSUNFISH,12,2
ME,2005,BSEINE,LARGEMOUTHBASS,12,1
ME,2005,BSEINE,LOGPERCH,12,3
ME,2005,BSEINE,MOTTLEDSCULPIN,12,1
ME,2005,BSEINE,PUMPKINSEED,12,15
ME,2005,BSEINE,ROCKBASS,12,3
ME,2005,BSEINE,SMALLMOUTHBASS,12,9
ME,2005,BSEINE,WHITESUCKER,12,1
ME,2005,BSEINE,YELLOWBASS,12,15
ME,2005,BSEINE,YELLOWPERCH,12,1
ME,2005,ELFISH,BIGMOUTHBUFFALO,3,2
ME,2005,ELFISH,BLACKCRAPPIE,3,7
ME,2005,ELFISH,BLUEGILL,3,92
ME,2005,ELFISH,BLUNTNOSEMINNOW,3,1
ME,2005,ELFISH,BOWFIN,3,1
ME,2005,ELFISH,BROOKSILVERSIDE,3,18
ME,2005,ELFISH,COMMONCARP,3,13
ME,2005,ELFISH,FRESHWATERDRUM,3,21
ME,2005,ELFISH,LARGEMOUTHBASS,3,1
ME,2005,ELFISH,LOGPERCH,3,8
ME,2005,ELFISH,LONGNOSEGAR,3,1
ME,2005,ELFISH,MIMICSHINER,3,1
ME,2005,ELFISH,MOTTLEDSCULPIN,3,1
ME,2005,ELFISH,PUMPKINSEED,3,1
ME,2005,ELFISH,ROCKBASS,3,11
ME,2005,ELFISH,SMALLMOUTHBASS,3,22
ME,2005,ELFISH,WALLEYE,3,18
ME,2005,ELFISH,WHITEBASS,3,128
ME,2005,ELFISH,WHITESUCKER,3,2
ME,2005,ELFISH,YELLOWPERCH,3,25
ME,2005,FYKNET,BLACKCRAPPIE,6,10
ME,2005,FYKNET,BLUEGILL,6,333
ME,2005,FYKNET,BLUNTNOSEMINNOW,6,9
ME,2005,FYKNET,FRESHWATERDRUM,6,1
ME,2005,FYKNET,JOHNNYDARTER,6,1
ME,2005,FYKNET,LARGEMOUTHBASS,6,2
ME,2005,FYKNET,LOGPERCH,6,1
ME,2005,FYKNET,PUMPKINSEED,6,6
ME,2005,FYKNET,ROCKBASS,6,18
ME,2005,FYKNET,SMALLMOUTHBASS,6,5
ME,2005,FYKNET,WHITECRAPPIE,6,1
ME,2005,TRAMML,BLACKCRAPPIE,2,1
ME,2005,TRAMML,BLUEGILL,2,2
ME,2005,TRAMML,BROWNBULLHEAD,2,1
ME,2005,TRAMML,CHANNELCATFISH,2,3
ME,2005,TRAMML,COMMONCARP,2,5
ME,2005,TRAMML,LARGEMOUTHBASS,2,1
ME,2005,TRAMML,LONGNOSEGAR,2,1
ME,2005,TRAMML,ROCKBASS,2,1
ME,2005,TRAMML,WALLEYE,2,1
ME,2005,TRAMML,WHITESUCKER,2,2
ME,2005,TRAMML,YELLOWBULLHEAD,2,6
ME,2005,TRAMML,YELLOWPERCH,2,36
ME,2005,VGN025,WHITEBASS,2,8
ME,2005,VGN032,FRESHWATERDRUM,2,1
ME,2005,VGN032,WHITEBASS,2,2
ME,2005,VGN038,YELLOWPERCH,2,1
ME,2005,VGN051,CISCO,2,3
ME,2005,VGN051,YELLOWPERCH,2,2
ME,2005,VGN064,CISCO,2,5
ME,2005,VGN064,WALLEYE,2,1
ME,2005,VGN064,WHITEBASS,2,2
ME,2005,VGN064,YELLOWPERCH,2,2
ME,2005,VGN089,CISCO,2,3
ME,2005,VGN089,FRESHWATERDRUM,2,44
ME,2005,VGN089,WHITEBASS,2,2
ME,2006,BSEINE,BLACKCRAPPIE,10,3
ME,2006,BSEINE,BLUEGILL,10,21
ME,2006,BSEINE,BROOKSILVERSIDE,10,744
ME,2006,BSEINE,FRESHWATERDRUM,10,2
ME,2006,BSEINE,LOGPERCH,10,1
ME,2006,BSEINE,NORTHERNPIKE,10,7
ME,2006,BSEINE,PUMPKINSEED,10,1
ME,2006,BSEINE,ROCKBASS,10,1
ME,2006,BSEINE,SMALLMOUTHBASS,10,2
ME,2006,BSEINE,SPOTFINSHINER,10,1
ME,2006,BSEINE,WHITEBASS,10,5
ME,2006,BSEINE,YELLOWPERCH,10,2
ME,2006,ELFISH,BIGMOUTHBUFFALO,3,2
ME,2006,ELFISH,BLACKCRAPPIE,3,2
ME,2006,ELFISH,BLUEGILL,3,73
ME,2006,ELFISH,BLUNTNOSEMINNOW,3,1
ME,2006,ELFISH,BROOKSILVERSIDE,3,7
ME,2006,ELFISH,COMMONCARP,3,13
ME,2006,ELFISH,FRESHWATERDRUM,3,17
ME,2006,ELFISH,LOGPERCH,3,8
ME,2006,ELFISH,NORTHERNPIKE,3,1
ME,2006,ELFISH,PUMPKINSEED,3,6
ME,2006,ELFISH,ROCKBASS,3,3
ME,2006,ELFISH,SMALLMOUTHBASS,3,21
ME,2006,ELFISH,WALLEYE,3,5
ME,2006,ELFISH,WHITEBASS,3,15
ME,2006,ELFISH,WHITESUCKER,3,3
ME,2006,ELFISH,YELLOWPERCH,3,43
ME,2006,FYKNET,BLACKCRAPPIE,6,2
ME,2006,FYKNET,BLUEGILL,6,368
ME,2006,FYKNET,BLUNTNOSEMINNOW,6,5
ME,2006,FYKNET,BROOKSILVERSIDE,6,8
ME,2006,FYKNET,COMMONCARP,6,3
ME,2006,FYKNET,GREENPUMPHYBRID,6,1
ME,2006,FYKNET,IOWADARTER,6,1
ME,2006,FYKNET,PUMPKINSEED,6,2
ME,2006,FYKNET,ROCKBASS,6,2
ME,2006,FYKNET,WALLEYE,6,3
ME,2006,FYKNET,WHITEBASS,6,1
ME,2006,FYKNET,YELLOWPERCH,6,2
ME,2006,TRAMML,BLUEGILL,2,4
ME,2006,TRAMML,BROWNBULLHEAD,2,1
ME,2006,TRAMML,CHANNELCATFISH,2,3
ME,2006,TRAMML,LONGNOSEGAR,2,4
ME,2006,TRAMML,SMALLMOUTHBASS,2,1
ME,2006,TRAMML,WALLEYE,2,1
ME,2006,TRAMML,WHITEBASS,2,1
ME,2006,TRAMML,YELLOWPERCH,2,49
ME,2006,VGN032,YELLOWPERCH,2,2
ME,2006,VGN038,YELLOWPERCH,2,1
ME,2006,VGN051,YELLOWPERCH,2,62
ME,2006,VGN064,WHITEBASS,2,9
ME,2006,VGN064,YELLOWPERCH,2,34
ME,2006,VGN089,BLUEGILL,2,3
ME,2006,VGN089,CISCO,2,2
ME,2006,VGN089,FRESHWATERDRUM,2,4
ME,2006,VGN089,LONGNOSEGAR,2,1
ME,2006,VGN089,WHITEBASS,2,2
ME,2007,BSEINE,BLUEGILL,12,16
ME,2007,BSEINE,BLUNTNOSEMINNOW,12,2
ME,2007,BSEINE,BROOKSILVERSIDE,12,292
ME,2007,BSEINE,YELLOWPERCH,12,6
ME,2007,ELFISH,BIGMOUTHBUFFALO,3,1
ME,2007,ELFISH,BLACKBULLHEAD,3,1
ME,2007,ELFISH,BLUEGILL,3,116
ME,2007,ELFISH,BLUNTNOSEMINNOW,3,2
ME,2007,ELFISH,BROOKSILVERSIDE,3,17
ME,2007,ELFISH,COMMONCARP,3,11
ME,2007,ELFISH,FRESHWATERDRUM,3,8
ME,2007,ELFISH,GOLDENSHINER,3,1
ME,2007,ELFISH,GREENPUMPHYBRID,3,1
ME,2007,ELFISH,LARGEMOUTHBASS,3,4
ME,2007,ELFISH,LOGPERCH,3,10
ME,2007,ELFISH,PUMPKINSEED,3,4
ME,2007,ELFISH,ROCKBASS,3,19
ME,2007,ELFISH,SMALLMOUTHBASS,3,29
ME,2007,ELFISH,WALLEYE,3,7
ME,2007,ELFISH,WHITEBASS,3,27
ME,2007,ELFISH,YELLOWPERCH,3,16
ME,2007,FYKNET,BLACKCRAPPIE,6,3
ME,2007,FYKNET,BLUEGILL,6,574
ME,2007,FYKNET,BLUNTNOSEMINNOW,6,38
ME,2007,FYKNET,FRESHWATERDRUM,6,1
ME,2007,FYKNET,ROCKBASS,6,10
ME,2007,FYKNET,SMALLMOUTHBASS,6,1
ME,2007,FYKNET,WALLEYE,6,2
ME,2007,FYKNET,WHITEBASS,6,3
ME,2007,FYKNET,YELLOWPERCH,6,4
ME,2007,TRAMML,BLACKCRAPPIE,2,1
ME,2007,TRAMML,BLUEGILL,2,8
ME,2007,TRAMML,CHANNELCATFISH,2,2
ME,2007,TRAMML,LONGNOSEGAR,2,2
ME,2007,TRAMML,NORTHERNPIKE,2,3
ME,2007,TRAMML,SMALLMOUTHBASS,2,1
ME,2007,TRAMML,WALLEYE,2,3
ME,2007,TRAMML,WHITEBASS,2,4
ME,2007,TRAMML,WHITESUCKER,2,3
ME,2007,TRAMML,YELLOWPERCH,2,18
ME,2007,VGN032,FRESHWATERDRUM,2,1
ME,2007,VGN038,WHITEBASS,2,1
ME,2007,VGN038,YELLOWPERCH,2,2
ME,2007,VGN051,YELLOWPERCH,2,34
ME,2007,VGN064,WHITEBASS,2,8
ME,2007,VGN064,YELLOWPERCH,2,19
ME,2007,VGN089,CISCO,2,1
ME,2007,VGN089,FRESHWATERDRUM,2,6
ME,2007,VGN089,WHITEBASS,2,2
ME,2008,BSEINE,BLACKCRAPPIE,12,8
ME,2008,BSEINE,BLUEGILL,12,30
ME,2008,BSEINE,BLUNTNOSEMINNOW,12,8
ME,2008,BSEINE,BROOKSILVERSIDE,12,922
ME,2008,BSEINE,GREENBGHYBRID,12,1
ME,2008,BSEINE,IOWADARTER,12,1
ME,2008,BSEINE,LOGPERCH,12,2
ME,2008,BSEINE,WHITEBASS,12,7
ME,2008,BSEINE,YELLOWPERCH,12,6
ME,2008,ELFISH,BIGMOUTHBUFFALO,3,6
ME,2008,ELFISH,BLACKCRAPPIE,3,1
ME,2008,ELFISH,BLUEGILL,3,15
ME,2008,ELFISH,BROOKSILVERSIDE,3,5
ME,2008,ELFISH,BROWNBULLHEAD,3,1
ME,2008,ELFISH,CHANNELCATFISH,3,1
ME,2008,ELFISH,COMMONCARP,3,24
ME,2008,ELFISH,FRESHWATERDRUM,3,27
ME,2008,ELFISH,LARGEMOUTHBASS,3,2
ME,2008,ELFISH,LOGPERCH,3,24
ME,2008,ELFISH,NORTHERNPIKE,3,3
ME,2008,ELFISH,PUMPKINSEED,3,2
ME,2008,ELFISH,ROCKBASS,3,5
ME,2008,ELFISH,SMALLMOUTHBASS,3,20
ME,2008,ELFISH,WALLEYE,3,19
ME,2008,ELFISH,WHITEBASS,3,25
ME,2008,ELFISH,WHITESUCKER,3,2
ME,2008,ELFISH,YELLOWBULLHEAD,3,2
ME,2008,ELFISH,YELLOWPERCH,3,42
ME,2008,FYKNET,BIGMOUTHBUFFALO,6,1
ME,2008,FYKNET,BLACKCRAPPIE,6,9
ME,2008,FYKNET,BLACKNOSESHINER,6,6
ME,2008,FYKNET,BLUEGILL,6,335
ME,2008,FYKNET,FRESHWATERDRUM,6,1
ME,2008,FYKNET,GREENSUNFISH,6,1
ME,2008,FYKNET,LARGEMOUTHBASS,6,1
ME,2008,FYKNET,PUMPKINSEED,6,1
ME,2008,FYKNET,ROCKBASS,6,19
ME,2008,FYKNET,SMALLMOUTHBASS,6,13
ME,2008,FYKNET,WHITESUCKER,6,1
ME,2008,FYKNET,YELLOWPERCH,6,2
ME,2008,TRAMML,BIGMOUTHBUFFALO,2,3
ME,2008,TRAMML,BLUEGILL,2,3
ME,2008,TRAMML,BROWNBULLHEAD,2,1
ME,2008,TRAMML,CHANNELCATFISH,2,7
ME,2008,TRAMML,FRESHWATERDRUM,2,1
ME,2008,TRAMML,LONGNOSEGAR,2,1
ME,2008,TRAMML,NORTHERNPIKE,2,1
ME,2008,TRAMML,WALLEYE,2,1
ME,2008,TRAMML,WHITEBASS,2,10
ME,2008,TRAMML,WHITESUCKER,2,1
ME,2008,TRAMML,YELLOWPERCH,2,11
ME,2008,VGN038,YELLOWPERCH,2,1
ME,2008,VGN051,WHITEBASS,2,1
ME,2008,VGN051,YELLOWPERCH,2,16
ME,2008,VGN064,WHITEBASS,2,5
ME,2008,VGN064,YELLOWPERCH,2,11
ME,2008,VGN089,BLUEGILL,2,1
ME,2008,VGN089,CISCO,2,9
ME,2008,VGN089,FRESHWATERDRUM,2,6
ME,2008,VGN089,WHITEBASS,2,22
ME,2009,BSEINE,BIGMOUTHBUFFALO,12,1
ME,2009,BSEINE,BLACKCRAPPIE,12,184
ME,2009,BSEINE,BLUEGILL,12,56
ME,2009,BSEINE,BLUNTNOSEMINNOW,12,6
ME,2009,BSEINE,BROOKSILVERSIDE,12,593
ME,2009,BSEINE,FRESHWATERDRUM,12,1
ME,2009,BSEINE,GOLDENSHINER,12,1
ME,2009,BSEINE,LARGEMOUTHBASS,12,2
ME,2009,BSEINE,LOGPERCH,12,2
ME,2009,BSEINE,SMALLMOUTHBASS,12,1
ME,2009,BSEINE,WALLEYE,12,2
ME,2009,BSEINE,WHITEBASS,12,2
ME,2009,BSEINE,YELLOWPERCH,12,2
ME,2009,ELFISH,BLACKCRAPPIE,3,2
ME,2009,ELFISH,BROOKSILVERSIDE,3,1
ME,2009,ELFISH,BROWNBULLHEAD,3,1
ME,2009,ELFISH,COMMONCARP,3,9
ME,2009,ELFISH,FRESHWATERDRUM,3,17
ME,2009,ELFISH,LOGPERCH,3,18
ME,2009,ELFISH,NORTHERNPIKE,3,1
ME,2009,ELFISH,ROCKBASS,3,5
ME,2009,ELFISH,SMALLMOUTHBASS,3,10
ME,2009,ELFISH,WALLEYE,3,11
ME,2009,ELFISH,WHITEBASS,3,3
ME,2009,ELFISH,WHITESUCKER,3,2
ME,2009,ELFISH,YELLOWPERCH,3,16
ME,2009,FYKNET,BLACKCRAPPIE,6,20
ME,2009,FYKNET,BLUEGILL,6,1116
ME,2009,FYKNET,BLUNTNOSEMINNOW,6,98
ME,2009,FYKNET,BROOKSILVERSIDE,6,1
ME,2009,FYKNET,MOTTLEDSCULPIN,6,1
ME,2009,FYKNET,ROCKBASS,6,4
ME,2009,FYKNET,SMALLMOUTHBASS,6,3
ME,2009,FYKNET,YELLOWBULLHEAD,6,1
ME,2009,TRAMML,BLACKCRAPPIE,2,1
ME,2009,TRAMML,CHANNELCATFISH,2,5
ME,2009,TRAMML,FRESHWATERDRUM,2,1
ME,2009,TRAMML,LARGEMOUTHBASS,2,2
ME,2009,TRAMML,SMALLMOUTHBASS,2,1
ME,2009,TRAMML,WALLEYE,2,2
ME,2009,TRAMML,WHITEBASS,2,10
ME,2009,TRAMML,WHITESUCKER,2,2
ME,2009,TRAMML,YELLOWBULLHEAD,2,5
ME,2009,TRAMML,YELLOWPERCH,2,10
ME,2009,VGN038,WHITEBASS,2,1
ME,2009,VGN051,WHITEBASS,2,2
ME,2009,VGN064,WHITEBASS,2,7
ME,2009,VGN064,YELLOWPERCH,2,1
ME,2009,VGN089,CISCO,2,5
ME,2009,VGN089,FRESHWATERDRUM,2,1
ME,2009,VGN089,WHITEBASS,2,27
ME,2010,BSEINE,BLACKCRAPPIE,12,64
ME,2010,BSEINE,BLUEGILL,12,55
ME,2010,BSEINE,BLUNTNOSEMINNOW,12,2
ME,2010,BSEINE,BROOKSILVERSIDE,12,335
ME,2010,BSEINE,LARGEMOUTHBASS,12,1
ME,2010,BSEINE,LOGPERCH,12,5
ME,2010,BSEINE,WHITEBASS,12,30
ME,2010,BSEINE,YELLOWPERCH,12,1
ME,2010,ELFISH,BIGMOUTHBUFFALO,3,4
ME,2010,ELFISH,BLACKCRAPPIE,3,1
ME,2010,ELFISH,BLUEGILL,3,28
ME,2010,ELFISH,BROOKSILVERSIDE,3,31
ME,2010,ELFISH,CHANNELCATFISH,3,2
ME,2010,ELFISH,COMMONCARP,3,18
ME,2010,ELFISH,FRESHWATERDRUM,3,11
ME,2010,ELFISH,LARGEMOUTHBASS,3,1
ME,2010,ELFISH,LOGPERCH,3,9
ME,2010,ELFISH,NORTHERNPIKE,3,1
ME,2010,ELFISH,ROCKBASS,3,2
ME,2010,ELFISH,SMALLMOUTHBASS,3,16
ME,2010,ELFISH,WALLEYE,3,5
ME,2010,ELFISH,WHITEBASS,3,3
ME,2010,ELFISH,WHITESUCKER,3,2
ME,2010,ELFISH,YELLOWBULLHEAD,3,1
ME,2010,ELFISH,YELLOWPERCH,3,24
ME,2010,FYKNET,BLACKCRAPPIE,6,76
ME,2010,FYKNET,BLUEGILL,6,149
ME,2010,FYKNET,BLUNTNOSEMINNOW,6,3
ME,2010,FYKNET,FRESHWATERDRUM,6,1
ME,2010,FYKNET,GOLDENSHINER,6,1
ME,2010,FYKNET,PUMPKINSEED,6,1
ME,2010,FYKNET,ROCKBASS,6,14
ME,2010,FYKNET,SMALLMOUTHBASS,6,1
ME,2010,FYKNET,WHITECRAPPIE,6,1
ME,2010,FYKNET,WHITESUCKER,6,1
ME,2010,FYKNET,YELLOWBULLHEAD,6,1
ME,2010,FYKNET,YELLOWPERCH,6,1
ME,2010,TRAMML,BLUEGILL,2,3
ME,2010,TRAMML,CHANNELCATFISH,2,13
ME,2010,TRAMML,FRESHWATERDRUM,2,6
ME,2010,TRAMML,LARGEMOUTHBASS,2,1
ME,2010,TRAMML,SMALLMOUTHBASS,2,5
ME,2010,TRAMML,WHITEBASS,2,37
ME,2010,TRAMML,WHITESUCKER,2,4
ME,2010,TRAMML,YELLOWBULLHEAD,2,3
ME,2010,VGN032,WHITEBASS,2,4
ME,2010,VGN038,WHITEBASS,2,3
ME,2010,VGN051,CISCO,2,1
ME,2010,VGN051,WHITEBASS,2,2
ME,2010,VGN064,CISCO,2,2
ME,2010,VGN064,YELLOWPERCH,2,1
ME,2010,VGN089,CISCO,2,1
ME,2010,VGN089,FRESHWATERDRUM,2,1
ME,2010,VGN089,WHITEBASS,2,8
ME,2011,BSEINE,BLACKCRAPPIE,12,99
ME,2011,BSEINE,BLUEGILL,12,54
ME,2011,BSEINE,BLUNTNOSEMINNOW,12,27
ME,2011,BSEINE,BROOKSILVERSIDE,12,4973
ME,2011,BSEINE,EMERALDSHINER,12,1
ME,2011,BSEINE,LARGEMOUTHBASS,12,1
ME,2011,BSEINE,LOGPERCH,12,6
ME,2011,BSEINE,PUMPKINSEED,12,1
ME,2011,BSEINE,ROCKBASS,12,7
ME,2011,BSEINE,WHITEBASS,12,6
ME,2011,BSEINE,YELLOWPERCH,12,33
ME,2011,ELFISH,BGPUMPHYBRID,3,1
ME,2011,ELFISH,BLACKCRAPPIE,3,13
ME,2011,ELFISH,BLUEGILL,3,72
ME,2011,ELFISH,BLUNTNOSEMINNOW,3,6
ME,2011,ELFISH,BROOKSILVERSIDE,3,62
ME,2011,ELFISH,COMMONCARP,3,21
ME,2011,ELFISH,FRESHWATERDRUM,3,23
ME,2011,ELFISH,GOLDENSHINER,3,5
ME,2011,ELFISH,LARGEMOUTHBASS,3,18
ME,2011,ELFISH,LOGPERCH,3,9
ME,2011,ELFISH,NORTHERNPIKE,3,2
ME,2011,ELFISH,PUMPKINSEED,3,1
ME,2011,ELFISH,ROCKBASS,3,12
ME,2011,ELFISH,SMALLMOUTHBASS,3,17
ME,2011,ELFISH,WALLEYE,3,8
ME,2011,ELFISH,WHITEBASS,3,15
ME,2011,ELFISH,WHITESUCKER,3,1
ME,2011,ELFISH,YELLOWBASS,3,14
ME,2011,ELFISH,YELLOWPERCH,3,180
ME,2011,FYKNET,BLACKCRAPPIE,6,1
ME,2011,FYKNET,BLUEGILL,6,32
ME,2011,FYKNET,BLUNTNOSEMINNOW,6,20
ME,2011,FYKNET,BOWFIN,6,1
ME,2011,FYKNET,IOWADARTER,6,2
ME,2011,FYKNET,LARGEMOUTHBASS,6,1
ME,2011,FYKNET,NORTHERNPIKE,6,1
ME,2011,FYKNET,ROCKBASS,6,14
ME,2011,FYKNET,WHITEBASS,6,2
ME,2011,FYKNET,WHITESUCKER,6,3
ME,2011,FYKNET,YELLOWBULLHEAD,6,1
ME,2011,FYKNET,YELLOWPERCH,6,1
ME,2011,TRAMML,BLUEGILL,2,2
ME,2011,TRAMML,CHANNELCATFISH,2,2
ME,2011,TRAMML,FRESHWATERDRUM,2,1
ME,2011,TRAMML,NORTHERNPIKE,2,2
ME,2011,TRAMML,SMALLMOUTHBASS,2,1
ME,2011,TRAMML,WALLEYE,2,1
ME,2011,TRAMML,WHITEBASS,2,1
ME,2011,TRAMML,WHITESUCKER,2,2
ME,2011,VGN032,WHITEBASS,2,1
ME,2011,VGN051,WHITEBASS,2,1
ME,2011,VGN051,YELLOWPERCH,2,17
ME,2011,VGN064,CHANNELCATFISH,3,1
ME,2011,VGN064,WHITEBASS,3,16
ME,2011,VGN064,YELLOWPERCH,3,1
ME,2011,VGN089,FRESHWATERDRUM,2,1
ME,2011,VGN089,WHITEBASS,2,4
ME,2012,BSEINE,BLACKBULLHEAD,12,2
ME,2012,BSEINE,BLACKCRAPPIE,12,63
ME,2012,BSEINE,BLUEGILL,12,19
ME,2012,BSEINE,BLUNTNOSEMINNOW,12,2
ME,2012,BSEINE,BROOKSILVERSIDE,12,523
ME,2012,BSEINE,LOGPERCH,12,2
ME,2012,BSEINE,PUMPKINSEED,12,2
ME,2012,BSEINE,ROCKBASS,12,6
ME,2012,BSEINE,SMALLMOUTHBASS,12,1
ME,2012,BSEINE,WHITEBASS,12,2
ME,2012,BSEINE,YELLOWPERCH,12,12
ME,2012,ELFISH,BLACKCRAPPIE,3,15
ME,2012,ELFISH,BLUEGILL,3,41
ME,2012,ELFISH,BLUNTNOSEMINNOW,3,16
ME,2012,ELFISH,BROOKSILVERSIDE,3,40
ME,2012,ELFISH,COMMONCARP,3,10
